field1,field2,field3,field4,field5,_GC_TYPE,_X,_Y
1101070,숭인1동,종로구,서울,서울 종로구 숭인1동,대,127.01935595059953,37.57665754538932
1102055,명동,중구,서울,서울 중구 명동,대,126.98771340755974,37.56177432789582
1101060,가회동,종로구,서울,서울 종로구 가회동,대,126.98700597320081,37.582906924728405
1101055,부암동,종로구,서울,서울 종로구 부암동,대,126.96160780429771,37.603042521185294
1101053,사직동,종로구,서울,서울 종로구 사직동,대,126.97411719901294,37.57037275146623
1101063,종로56가동,종로구,서울,서울 종로구 종로56가동,유,127.00581111390257,37.57133039054981
1101068,창신2동,종로구,서울,서울 종로구 창신2동,대,127.01199317200326,37.575997630092594
1101056,평창동,종로구,서울,서울 종로구 평창동,대,126.9574514619468,37.61799021793209
1101071,숭인2동,종로구,서울,서울 종로구 숭인2동,대,127.01935595059953,37.57665754538932
1101064,이화동,종로구,서울,서울 종로구 이화동,대,126.99947427390074,37.578521632537075
1101054,삼청동,종로구,서울,서울 종로구 삼청동,대,126.98109083768925,37.579762264246355
1101057,무악동,종로구,서울,서울 종로구 무악동,대,126.95878390199937,37.57680167539416
