name,gu,address,longitude,latitude,_id,guId,,,,,
창동,도봉구,도봉구 창동,127.0445802,37.64631001,63445ab0adb5727d4d0082df,63441b98be26106c41c6d73c,,,,,
상도동,동작구,동작구 상도동,126.9402818,37.49960695,63445ab0adb5727d4d0082e0,63441b98be26106c41c6d73c,,,,,
본동,동작구,동작구 본동,126.9551973,37.51248219,63445ab0adb5727d4d0082e1,63441b98be26106c41c6d73c,,,,,
상도1동,동작구,동작구 상도1동,126.9402818,37.49960695,63445ab0adb5727d4d0082e2,63441ba9be26106c41c6d73d,,,,,
동작동,동작구,동작구 동작동,126.9745402,37.49989898,63445ab0adb5727d4d0082e3,63441ba9be26106c41c6d73d,,,,,
흑석동,동작구,동작구 흑석동,126.9629631,37.50527208,63445ab0adb5727d4d0082e4,63441ba9be26106c41c6d73d,,,,,
이문동,동대문구,동대문구 이문동,127.0623198,37.59939531,63445ab0adb5727d4d0082e5,63441ba9be26106c41c6d73d,,,,,
사당동,동작구,동작구 사당동,126.972033,37.48517873,63445ab0adb5727d4d0082e6,63441ba9be26106c41c6d73d,,,,,
노량진동,동작구,동작구 노량진동,126.9417536,37.51146707,63445ab0adb5727d4d0082e7,63441ba9be26106c41c6d73d,,,,,
대방동,동작구,동작구 대방동,126.9291038,37.50674862,63445ab0adb5727d4d0082e8,63441ba9be26106c41c6d73d,,,,,
휘경동,동대문구,동대문구 휘경동,127.0625978,37.58815275,63445ab0adb5727d4d0082e9,63441ba9be26106c41c6d73d,,,,,
용강동,마포구,마포구 용강동,126.9503989,37.5395533,63445ab0adb5727d4d0082ea,63441ba9be26106c41c6d73d,,,,,
신공덕동,마포구,마포구 신공덕동,126.9557098,37.54434838,63445ab0adb5727d4d0082eb,63441bb4be26106c41c6d73e,,,,,
마포동,마포구,마포구 마포동,126.9435403,37.53683549,63445ab0adb5727d4d0082ec,63441bb4be26106c41c6d73e,,,,,
토정동,마포구,마포구 토정동,126.9396996,37.53915193,63445ab0adb5727d4d0082ed,63441bb4be26106c41c6d73e,,,,,
도화동,마포구,마포구 도화동,126.9435403,37.53683549,63445ab0adb5727d4d0082ee,63441bb4be26106c41c6d73e,,,,,
아현동,마포구,마포구 아현동,126.9529935,37.5473878,63445ab0adb5727d4d0082ef,63441bb4be26106c41c6d73e,,,,,
대흥동,마포구,마포구 대흥동,126.9380114,37.55402004,63445ab0adb5727d4d0082f0,63441bb4be26106c41c6d73e,,,,,
신대방동,동작구,동작구 신대방동,126.9172652,37.49224314,63445ab0adb5727d4d0082f1,63441bb4be26106c41c6d73e,,,,,
공덕동,마포구,마포구 공덕동,126.9503989,37.5395533,63445ab0adb5727d4d0082f2,63441bb4be26106c41c6d73e,,,,,
상수동,마포구,마포구 상수동,126.9241705,37.54702299,63445ab0adb5727d4d0082f3,63441bb4be26106c41c6d73e,,,,,
염리동,마포구,마포구 염리동,126.9529935,37.5473878,63445ab0adb5727d4d0082f4,63441bb4be26106c41c6d73e,,,,,
구수동,마포구,마포구 구수동,126.9328024,37.54600414,63445ab0adb5727d4d0082f5,63441bb4be26106c41c6d73e,,,,,
신정동,마포구,마포구 신정동,126.9305331,37.54325664,63445ab0adb5727d4d0082f6,63441bb4be26106c41c6d73e,,,,,
하중동,마포구,마포구 하중동,126.9277692,37.54378385,63445ab0adb5727d4d0082f7,63441bb4be26106c41c6d73e,,,,,
창전동,마포구,마포구 창전동,126.9299746,37.54983519,63445ab0adb5727d4d0082f8,63441bb4be26106c41c6d73e,,,,,
신수동,마포구,마포구 신수동,126.9305331,37.54325664,63445ab0adb5727d4d0082f9,63441bb4be26106c41c6d73e,,,,,
당인동,마포구,마포구 당인동,126.9263182,37.54027107,63445ab0adb5727d4d0082fa,63441bb4be26106c41c6d73e,,,,,
노고산동,마포구,마포구 노고산동,126.9380114,37.55402004,63445ab0adb5727d4d0082fb,63441bb4be26106c41c6d73e,,,,,
현석동,마포구,마포구 현석동,126.9345139,37.54226027,63445ab0adb5727d4d0082fc,63441bb4be26106c41c6d73e,,,,,
중동,마포구,마포구 중동,126.9055938,37.57164442,63445ab0adb5727d4d0082fd,63441bb4be26106c41c6d73e,,,,,
연남동,마포구,마포구 연남동,126.9226282,37.56263432,63445ab0adb5727d4d0082fe,63441bb4be26106c41c6d73e,,,,,
서교동,마포구,마포구 서교동,126.9239551,37.55831827,63445ab0adb5727d4d0082ff,63441bb4be26106c41c6d73e,,,,,
충정로2가,서대문구,서대문구 충정로2가,126.9635644,37.56495514,63445ab0adb5727d4d008300,63441bb4be26106c41c6d73e,,,,,
상암동,마포구,마포구 상암동,126.8729106,37.57147341,63445ab0adb5727d4d008301,63441bb4be26106c41c6d73e,,,,,
성산동,마포구,마포구 성산동,126.9055927,37.5662404,63445ab0adb5727d4d008302,63441bb4be26106c41c6d73e,,,,,
충정로3가,서대문구,서대문구 충정로3가,126.962235,37.56229205,63445ab0adb5727d4d008303,63441bb4be26106c41c6d73e,,,,,
합정동,마포구,마포구 합정동,126.9096132,37.54773369,63445ab0adb5727d4d008304,63441bb4be26106c41c6d73e,,,,,
동교동,마포구,마포구 동교동,126.9239551,37.55831827,63445ab0adb5727d4d008305,63441bbbbe26106c41c6d73f,,,,,
망원동,마포구,마포구 망원동,126.9013679,37.55663245,63445ab0adb5727d4d008306,63441bbbbe26106c41c6d73f,,,,,
옥천동,서대문구,서대문구 옥천동,126.9577653,37.56918791,63445ab0adb5727d4d008307,63441bbbbe26106c41c6d73f,,,,,
현저동,서대문구,서대문구 현저동,126.9539815,37.57413913,63445ab0adb5727d4d008308,63441bbbbe26106c41c6d73f,,,,,
합동,서대문구,서대문구 합동,126.9657435,37.56136241,63445ab0adb5727d4d008309,63441bbbbe26106c41c6d73f,,,,,
홍제동,서대문구,서대문구 홍제동,126.9465768,37.58720391,63445ab0adb5727d4d00830a,63441bbbbe26106c41c6d73f,,,,,
북아현동,서대문구,서대문구 북아현동,126.9474938,37.56133852,63445ab0adb5727d4d00830b,63441bbbbe26106c41c6d73f,,,,,
영천동,서대문구,서대문구 영천동,126.9569979,37.57014723,63445ab0adb5727d4d00830c,63441bbbbe26106c41c6d73f,,,,,
대현동,서대문구,서대문구 대현동,126.9474938,37.56133852,63445ab0adb5727d4d00830d,63441bbbbe26106c41c6d73f,,,,,
냉천동,서대문구,서대문구 냉천동,126.9631407,37.56750936,63445ab0adb5727d4d00830e,63441bbbbe26106c41c6d73f,,,,,
미근동,서대문구,서대문구 미근동,126.9675493,37.5635672,63445ab0adb5727d4d00830f,63441bbbbe26106c41c6d73f,,,,,
천연동,서대문구,서대문구 천연동,126.9539815,37.57413913,63445ab0adb5727d4d008310,63441bbbbe26106c41c6d73f,,,,,
연희동,서대문구,서대문구 연희동,126.9328985,37.5725346,63445ab0adb5727d4d008311,63441bbbbe26106c41c6d73f,,,,,
북가좌동,서대문구,서대문구 북가좌동,126.9101271,37.57881003,63445ab0adb5727d4d008312,63441bbbbe26106c41c6d73f,,,,,
대신동,서대문구,서대문구 대신동,126.9449149,37.56460859,63445ab0adb5727d4d008313,63441bbbbe26106c41c6d73f,,,,,
방배동,서초구,서초구 방배동,126.9939851,37.47912809,63445ab0adb5727d4d008314,63441bbbbe26106c41c6d73f,,,,,
홍은동,서대문구,서대문구 홍은동,126.9376495,37.59332229,63445ab0adb5727d4d008315,63441bbbbe26106c41c6d73f,,,,,
남가좌동,서대문구,서대문구 남가좌동,126.9209904,37.57669991,63445ab0adb5727d4d008316,63441bbbbe26106c41c6d73f,,,,,
양재동,서초구,서초구 양재동,127.0385688,37.46880589,63445ab0adb5727d4d008317,63441bbbbe26106c41c6d73f,,,,,
봉원동,서대문구,서대문구 봉원동,126.9471154,37.5726852,63445ab0adb5727d4d008318,63441bbbbe26106c41c6d73f,,,,,
신촌동,서대문구,서대문구 신촌동,126.9341931,37.55881377,63445ab0adb5727d4d008319,63441bedbe26106c41c6d740,,,,,
창천동,서대문구,서대문구 창천동,126.9341931,37.55881377,63445ab0adb5727d4d00831a,63441bedbe26106c41c6d740,,,,,
서초동,서초구,서초구 서초동,127.0162998,37.48845867,63445ab0adb5727d4d00831b,63441bedbe26106c41c6d740,,,,,
염곡동,서초구,서초구 염곡동,127.0541792,37.46311561,63445ab0adb5727d4d00831c,63441bedbe26106c41c6d740,,,,,
우면동,서초구,서초구 우면동,127.0171696,37.46609484,63445ab0adb5727d4d00831d,63441bedbe26106c41c6d740,,,,,
내곡동,서초구,서초구 내곡동,127.0541792,37.46311561,63445ab0adb5727d4d00831e,63441bedbe26106c41c6d740,,,,,
신원동,서초구,서초구 신원동,127.063971,37.44516352,63445ab0adb5727d4d00831f,63441bedbe26106c41c6d740,,,,,
상왕십리동,성동구,성동구 상왕십리동,127.0246784,37.56861754,63445ab0adb5727d4d008320,63441bedbe26106c41c6d740,,,,,
잠원동,서초구,서초구 잠원동,127.0098641,37.51493466,63445ab0adb5727d4d008321,63441bedbe26106c41c6d740,,,,,
하왕십리동,성동구,성동구 하왕십리동,127.0282421,37.56430104,63445ab0adb5727d4d008322,63441bedbe26106c41c6d740,,,,,
원지동,서초구,서초구 원지동,127.0479721,37.44499174,63445ab0adb5727d4d008323,63441bfabe26106c41c6d741,,,,,
반포동,서초구,서초구 반포동,127.0023271,37.5046175,63445ab0adb5727d4d008324,63441bfabe26106c41c6d741,,,,,
행당동,성동구,성동구 행당동,127.0348084,37.55915152,63445ab0adb5727d4d008325,63441bfabe26106c41c6d741,,,,,
금호동1가,성동구,성동구 금호동1가,127.0265454,37.55296222,63445ab0adb5727d4d008326,63441bfabe26106c41c6d741,,,,,
홍익동,성동구,성동구 홍익동,127.03182,37.56731045,63445ab0adb5727d4d008327,63441bfabe26106c41c6d741,,,,,
응봉동,성동구,성동구 응봉동,127.0334962,37.55054428,63445ab0adb5727d4d008328,63441bfabe26106c41c6d741,,,,,
금호동2가,성동구,성동구 금호동2가,127.0201552,37.55279151,63445ab0adb5727d4d008329,63441bfabe26106c41c6d741,,,,,
금호동3가,성동구,성동구 금호동3가,127.0189925,37.55034183,63445ab0adb5727d4d00832a,63441bfabe26106c41c6d741,,,,,
마장동,성동구,성동구 마장동,127.0406041,37.56712409,63445ab0adb5727d4d00832b,63441bfabe26106c41c6d741,,,,,
금호동4가,성동구,성동구 금호동4가,127.0257607,37.54520841,63445ab0adb5727d4d00832c,63441bfabe26106c41c6d741,,,,,
도선동,성동구,성동구 도선동,127.0339157,37.56342568,63445ab0adb5727d4d00832d,63441bfabe26106c41c6d741,,,,,
용답동,성동구,성동구 용답동,127.0616091,37.55420491,63445ab0adb5727d4d00832e,63441bfabe26106c41c6d741,,,,,
사근동,성동구,성동구 사근동,127.0348084,37.55915152,63445ab0adb5727d4d00832f,63441bfabe26106c41c6d741,,,,,
성북동1가,성북구,성북구 성북동1가,127.0040574,37.58791087,63445ab0adb5727d4d008330,63441bfabe26106c41c6d741,,,,,
옥수동,성동구,성동구 옥수동,127.0149615,37.5421221,63445ab0adb5727d4d008331,63441bfabe26106c41c6d741,,,,,
성북동,성북구,성북구 성북동,127.0035905,37.58955132,63445ab0adb5727d4d008332,63441bfabe26106c41c6d741,,,,,
돈암동,성북구,성북구 돈암동,127.0092338,37.59710871,63445ab0adb5727d4d008333,63441bfabe26106c41c6d741,,,,,
성수동2가,성동구,성동구 성수동2가,127.056985,37.53964824,63445ab0adb5727d4d008334,63441c0cbe26106c41c6d742,,,,,
동소문동1가,성북구,성북구 동소문동1가,127.0073594,37.59012533,63445ab0adb5727d4d008335,63441c0cbe26106c41c6d742,,,,,
동소문동2가,성북구,성북구 동소문동2가,127.0083431,37.58881678,63445ab0adb5727d4d008336,63441c0cbe26106c41c6d742,,,,,
성수동1가,성동구,성동구 성수동1가,127.041551,37.54303055,63445ab0adb5727d4d008337,63441c0cbe26106c41c6d742,,,,,
동소문동7가,성북구,성북구 동소문동7가,127.0141637,37.59632153,63445ab0adb5727d4d008338,63441c0cbe26106c41c6d742,,,,,
송정동,성동구,성동구 송정동,127.0616091,37.55420491,63445ab0adb5727d4d008339,63441c0cbe26106c41c6d742,,,,,
삼선동2가,성북구,성북구 삼선동2가,127.0099557,37.58879914,63445ab0adb5727d4d00833a,63441c0cbe26106c41c6d742,,,,,
동소문동3가,성북구,성북구 동소문동3가,127.0108616,37.59026954,63445ab0adb5727d4d00833b,63441c0cbe26106c41c6d742,,,,,
삼선동1가,성북구,성북구 삼선동1가,127.0043223,37.58752891,63445ab0adb5727d4d00833c,63441c0cbe26106c41c6d742,,,,,
삼선동3가,성북구,성북구 삼선동3가,127.0108933,37.58836688,63445ab0adb5727d4d00833d,63441c0cbe26106c41c6d742,,,,,
동소문동5가,성북구,성북구 동소문동5가,127.0150858,37.5915369,63445ab0adb5727d4d00833e,63441c0cbe26106c41c6d742,,,,,
삼선동4가,성북구,성북구 삼선동4가,127.0111139,37.5894755,63445ab0adb5727d4d00833f,63441c0cbe26106c41c6d742,,,,,
삼선동5가,성북구,성북구 삼선동5가,127.0139994,37.58937506,63445ab0adb5727d4d008340,63441c0cbe26106c41c6d742,,,,,
동소문동4가,성북구,성북구 동소문동4가,127.0107821,37.59182575,63445ab0adb5727d4d008341,63441c0cbe26106c41c6d742,,,,,
동선동5가,성북구,성북구 동선동5가,127.0164314,37.59480761,63445ab0adb5727d4d008342,63441c0cbe26106c41c6d742,,,,,
동소문동6가,성북구,성북구 동소문동6가,127.0140362,37.59360251,63445ab0adb5727d4d008343,63441c0cbe26106c41c6d742,,,,,
안암동2가,성북구,성북구 안암동2가,127.0209148,37.58685613,63445ab0adb5727d4d008344,63441c0cbe26106c41c6d742,,,,,
동선동1가,성북구,성북구 동선동1가,127.0173103,37.5928121,63445ab0adb5727d4d008345,63441c0cbe26106c41c6d742,,,,,
안암동1가,성북구,성북구 안암동1가,127.019123,37.58883761,63445ab0adb5727d4d008346,63441c0cbe26106c41c6d742,,,,,
안암동3가,성북구,성북구 안암동3가,127.0216795,37.58469889,63445ab0adb5727d4d008347,63441c0cbe26106c41c6d742,,,,,
동선동3가,성북구,성북구 동선동3가,127.0198579,37.59464133,63445ab0adb5727d4d008348,63441c0cbe26106c41c6d742,,,,,
안암동4가,성북구,성북구 안암동4가,127.0233114,37.58116298,63445ab0adb5727d4d008349,63441c0cbe26106c41c6d742,,,,,
안암동5가,성북구,성북구 안암동5가,127.0309857,37.59101933,63445ab0adb5727d4d00834a,63441c0cbe26106c41c6d742,,,,,
동선동2가,성북구,성북구 동선동2가,127.0176018,37.58995497,63445ab0adb5727d4d00834b,63441c0cbe26106c41c6d742,,,,,
보문동5가,성북구,성북구 보문동5가,127.0198031,37.58350297,63445ab0adb5727d4d00834c,63441c0cbe26106c41c6d742,,,,,
동선동4가,성북구,성북구 동선동4가,127.0170417,37.59332043,63445ab0adb5727d4d00834d,63441c0cbe26106c41c6d742,,,,,
보문동7가,성북구,성북구 보문동7가,127.0225717,37.58073834,63445ab0adb5727d4d00834e,63441c0cbe26106c41c6d742,,,,,
보문동1가,성북구,성북구 보문동1가,127.018635,37.58840133,63445ab0adb5727d4d00834f,63441c0cbe26106c41c6d742,,,,,
정릉동,성북구,성북구 정릉동,126.9972712,37.61677268,63445ab0adb5727d4d008350,63441c0cbe26106c41c6d742,,,,,
보문동6가,성북구,성북구 보문동6가,127.0183131,37.58298233,63445ab0adb5727d4d008351,63441c0cbe26106c41c6d742,,,,,
보문동3가,성북구,성북구 보문동3가,127.016595,37.58557757,63445ab0adb5727d4d008352,63441c0cbe26106c41c6d742,,,,,
길음동,성북구,성북구 길음동,127.023269,37.6085254,63445ab0adb5727d4d008353,63441c0cbe26106c41c6d742,,,,,
종암동,성북구,성북구 종암동,127.0332363,37.59656592,63445ab0adb5727d4d008354,63441c0cbe26106c41c6d742,,,,,
잠실동,송파구,송파구 잠실동,127.085214,37.51124107,63445ab0adb5727d4d008355,63441c0cbe26106c41c6d742,,,,,
보문동2가,성북구,성북구 보문동2가,127.0177861,37.58728045,63445ab0adb5727d4d008356,63441c0cbe26106c41c6d742,,,,,
풍납동,송파구,송파구 풍납동,127.1149763,37.53370746,63445ab0adb5727d4d008357,63441c0cbe26106c41c6d742,,,,,
송파동,송파구,송파구 송파동,127.1155354,37.50487404,63445ab0adb5727d4d008358,63441c0cbe26106c41c6d742,,,,,
신천동,송파구,송파구 신천동,127.0950694,37.52499516,63445ab0adb5727d4d008359,63441c0cbe26106c41c6d742,,,,,
보문동4가,성북구,성북구 보문동4가,127.0203127,37.58408889,63445ab0adb5727d4d00835a,63441c0cbe26106c41c6d742,,,,,
하월곡동,성북구,성북구 하월곡동,127.0395089,37.60417072,63445ab0adb5727d4d00835b,63441c14be26106c41c6d743,,,,,
석촌동,송파구,송파구 석촌동,127.1030165,37.50317288,63445ab0adb5727d4d00835c,63441c14be26106c41c6d743,,,,,
삼전동,송파구,송파구 삼전동,127.0913061,37.50165971,63445ab0adb5727d4d00835d,63441c14be26106c41c6d743,,,,,
오금동,송파구,송파구 오금동,127.1343221,37.50378594,63445ab0adb5727d4d00835e,63441c14be26106c41c6d743,,,,,
장위동,성북구,성북구 장위동,127.0499948,37.61604132,63445ab0adb5727d4d00835f,63441c14be26106c41c6d743,,,,,
